1679 1693    461
201 612 743 979 999 1010 1016 1019 1108 1128 1138 1363    279 280
201 211 249 298 512 541 563 591 612 624 725 817 830 832 878 886 908 913 949 969 973 979 999 1001 1004 1008 1010 1019 1025 1081 1113 1127 1128 1134 1136 1141 1152 1196 1214 1252 1284 1335 1363 1379 1426 1454 1627 1657 1670 1680 1690 1711 1744 1782 1865 1869 1886 1913 1944    278
973 1136 1214 1426 1690    278 422
913 969 999 1001 1004 1284    278 364
201 211 249 563 591 612 624 979 999 1010 1019 1128 1363 1865    278 280
201 612 979 999 1001 1004 1010 1019 1128 1136 1252 1363    278 279
999 1001 1004    278 279 364
201 612 979 999 1010 1019 1128 1363    278 279 280
201 548 731 862 977 1044 1256 1394 1403 1576 1868    277
189 197 201 244 283 346 352 370 388 396 451 464 497 517 530 627 649 704 719 734 741 748 820 916 948 968 970 1044 1063 1085 1089 1147 1233 1244 1245 1262 1276 1290 1400 1527 1578 1629 1638 1656 1732 1734 1740 1793 1813 1866 1867    266
187 208 260 445 451 478 527 588 610 635 644 850 998 1019 1096 1165 1196 1228 1387 1431 1526 1576 1578 1648 1708 1813    264
179 1051 1053 1238 1566 1725 1760    261
1760    261 385 463
165 545 605 1228    259
162 211 624 725 854 913 958 973 991 1025 1127 1141 1214 1426 1594 1690 1869    258
211 624 725 913 973 1025 1127 1141 1214 1426 1690 1869    258 278
973 1214 1426 1690    258 278 422
159 160 271 518 548 755 1093    254
156 168    253
150 388 405 454 557 908 939 1050 1121 1481    252
388 1121    252 284
150 1484    251
149 226 294 326 406 460 478 523 1021    250
147 242 481 730 736 1119 1181 1503 1601 1694    249
144 210 252 285 296 391 398 441 448 481 511 595 680 806 835 860 871 876 879 898 982 1093 1173 1221 1333 1384 1418 1565 1750 1802 1883 1895    248
143 196 408 605 1061 1116 1127 1578 1677 1826    247
133 270 370 746 931 1905    246
127 169 357 476 591 599 685 698 721 834 871 1012 1014 1127 1159 1245 1555 1604 1628 1723 1740 1813 1837    244
121 524 906 1372 1476 1481 1484 1556 1591 1822 1933    243
119    242
114 215 219 244 353 414 537 554 744 800 803 875 886 901 946 973 985 989 1001 1012 1023 1049 1081 1247 1266 1283 1288 1293 1316 1318 1324 1422 1426 1447 1486 1504 1605 1637 1641 1746 1787 1825 1867 1903    241
803 1316 1903    241 302
886 973 1001 1081 1426    241 278
973 1426    241 258 278 422
98 125 153 176 201 213 215 231 263 306 368 391 398 482 486 557 560 728 742 795 842 876 897 901 930 980 994 1000 1074 1103 1105 1163 1182 1187 1198 1240 1318 1328 1354 1369 1374 1384 1393 1412 1452 1454 1487 1489 1513 1577 1640 1653 1698 1719 1727 1794 1808 1852 1905 1939    240
263 557    240 312
391 398 876 1384    240 248
98 144 377 474 484 511 513 585 616 685 723 818 847 854 857 869 876 936 973 993 1014 1045 1079 1125 1127 1173 1266 1495 1576 1730 1859 1880 1884 1895 1926    239
144 511 876 1173 1895    239 248
98 107 609 1221    238
95 235 344 780    237
235 344 780    237 300
92 362 488 1327    235
91 205 216 1144 1925    233
89 145 206 379 392 416 425 514 780 793 803 835 843 860 862 866 868 899 927 931 943 947 1036 1047 1058 1083 1091 1100 1148 1182 1245 1302 1325 1394 1398 1448 1470 1574 1578 1822 1837    232
1574 1578    232 446
1578 1822    232 368
379 947 1091 1302    232 350
780 1578    232 300
206 1047 1100    232 283
88 1208 1357 1375    231
88 188 274 362 617 1055 1265 1337 1539 1567 1602 1623 1929    230
87 302 421 534 594 706 725 754 1384 1429    229
87 96 103 123 129 144 167 184 199 210 238 306 322 391 405 426 431 439 481 489 503 513 520 540 577 585 595 619 633 656 660 663 667 685 695 714 716 721 740 851 854 876 886 901 916 936 952 954 993 1037 1053 1068 1086 1093 1102 1127 1135 1152 1159 1229 1266 1273 1333 1468 1476 1485 1495 1511 1576 1580 1606 1621 1635 1643 1659 1735 1791 1820 1833 1864 1868 1884 1912    228
1093 1159 1659 1884    228 302
1053    228 261
144 210 391 481 595 876 1093 1333    228 248
685 721 1127 1159    228 244
87 212 571 778 871 1159 1266 1341 1554 1883    227
87 116 219 303 306 420 589 602 618 664 807 908 1419 1518 1573 1576    226
86 1013 1033 1044 1047 1124 1203 1303 1471 1578 1671    224
85 99 122 391 505 1030 1229 1454 1718 1784    222
84 161 185 195 306 345 931 1127 1180 1245    221
77 1914    217
1914    217 419
75 182 207 213 214 231 234 289 349 357 370 376 391 427 445 591 641 669 676 701 717 742 755 777 786 810 813 916 926 986 998 1030 1032 1078 1096 1132 1133 1165 1174 1240 1242 1298 1312 1315 1416 1431 1437 1459 1462 1470 1516 1540 1558 1569 1589 1661 1678 1722 1743 1766 1774 1861 1902 1904    216
213 231 391 742 1240    216 240
75 132 845 1127 1344 1368    215
75 296 362 514 568 599 725 855 930 1001 1027 1196 1542    214
71 75 93 108 126 155 157 219 256 269 391 628 675 711 731 869 1025 1075 1078 1225 1228 1299 1328 1428 1429 1548 1576 1593 1732 1839 1859    209
869 1576 1859    209 239
75 391 1078    209 216
71 194 656 1090 1168 1409 1446 1720    208
68 87 575 950 1074 1464 1578    205
68 405 576 615 1216 1222 1340 1578 1634 1850    204
67 230 417 1012 1111 1163 1242    201
230 1242    201 299
67 68 417 524 1012 1036 1111 1163 1242 1304    200
67 417 1012 1111 1163 1242    200 201
66 69 79 339 455 562 601 624 864 873 945 985 1016 1019 1127 1138 1865    197
339 455 562 601 624 864 873 985 1016 1019 1138 1865    197 280
562 601    197 280 324
61 65 1151 1206 1519    196
58 62 70 110 116 161 196 274 425 445 477 514 635 656 809 868 1299 1398 1494 1604 1759    194
58 66 201 211 275 405 591 887 999 1108 1127 1568 1616 1625 1789    192
201 211 275 405 591 887 999 1108 1568 1616 1625    192 280
201 999 1108    192 279 280
201 211 591 999 1127    192 278
201 211 591 999    192 278 280
201 999    192 278 279 280
57 77 88 196 219 967 1017    191
52 67 99 143 165 178 213 328 391 443 765 869 873 968 999 1097 1125 1170 1180 1201 1203 1215 1313 1515 1552 1578 1739 1867    184
52 1219    183
52 57 86 101 162 196 249 269 348 362 411 649 662 769 774 793 854 891 1140 1144 1694 1715 1734 1805    180
1140    180 281
649 1734    180 266
162 854    180 258
51 117 229 449 803 860 868 1001 1091 1318 1427 1598 1904    178
50 623 629 1373    176
50 52 1228    175
49 219 239 274 280 285 442 484 513 595 647 679 716 723 818 920 1012 1014 1137 1152 1221 1265 1284 1502 1514 1576 1578 1627 1634 1643 1659 1680    173
285 595 1221    173 248
49 55 96 103 114 148 184 212 217 259 266 272 360 369 374 375 382 391 394 405 409 429 431 476 503 513 532 556 558 567 577 586 596 597 611 656 661 663 665 671 674 678 680 688 698 699 707 718 727 737 740 746 756 790 803 805 818 825 834 847 860 869 871 886 890 947 952 960 966 969 988 993 1003 1004 1014 1058 1086 1093 1127 1139 1156 1159 1193 1245 1250 1266 1306 1321 1341 1353 1364 1378 1400 1427 1468 1479 1485 1489 1502 1512 1546 1555 1562 1565 1572 1576 1580 1598 1604 1606 1627 1634 1635 1652 1662 1676 1701 1735 1768 1796 1801 1864 1883 1884 1903 1921    172
680 988 1701    172 363
259 266 369 567 707 818 860 871 1086 1468    172 303
266 272 374 429 567 803 1093 1156 1159 1562 1565 1634 1884 1903    172 302
886 969 1004 1127 1627    172 278
391 680 860 871 1093 1565 1883    172 248
391 1489    172 240
96 103 184 391 405 431 503 513 577 656 663 740 886 952 993 1086 1093 1127 1159 1266 1468 1485 1576 1580 1606 1635 1735 1864 1884    172 228
1093 1159 1884    172 228 302
212 871 1159 1266 1341 1883    172 227
49 513 818 1014 1502 1576 1627 1634    172 173
46 213 405 406 411 874 1265 1337 1427 1498 1531 1623    168
44 344 746    167
40 237 358 503 504 552 555 606 660 663 678 811 947 1127 1146 1221 1299 1502 1598 1635 1707 1716 1796 1812    161
40 107 232 245 271 274 296 341 441 503 511 555 595 606 609 806 811 898 1146 1221 1266 1336 1468 1501 1680 1750 1883 1884    158
296 441 511 595 806 898 1221 1750 1883    158 248
107 609 1221    158 238
40 503 555 606 811 1146 1221    158 161
39 40 42 99 142 143 183 184 194 195 274 279 343 362 388 391 401 439 450 493 677 804 854 873 904 948 958 968 1081 1088 1093 1127 1182 1196 1207 1222 1245 1259 1328 1401 1415 1422 1578 1634 1657 1665 1862 1866 1867 1899 1911    157
343 1245    157 341
279 401 493 1196 1657 1866 1899    157 327
1081 1422 1867    157 241
38 42 211 213 221 262 296 391 545 647 662 736 750 773 805 850 873 968 996 1028 1049 1082 1118 1127 1162 1201 1203 1223 1224 1228 1248 1249 1255 1281 1322 1427 1449 1451 1509 1577 1630 1650 1776 1826 1829 1841 1874 1877 1878 1899 1908 1930 1931 1940    156
850 1255    156 333
213 391 873 968 1201 1203    156 184
38 296 391 662 750 1049 1127 1200 1203 1384 1673 1739 1908 1940    155
391 1203 1739    155 184
38 296 391 662 750 1049 1127 1203 1908 1940    155 156
37 196 370 496 506 565 902 909 942 984 1004 1074 1180 1480 1536 1574    152
37 603 958 1127 1309    151
37 125 336 630 803 825 854 901 948 969 973 1001 1023 1190 1260 1269 1345 1422 1486 1511 1529 1576 1675 1890 1903    150
803 901 973 1001 1023 1422 1486 1903    150 241
854 901 1511 1576    150 228
803 825 969 1576 1903    150 172
854 948 1422    150 157
35 41 142    149
35 61 127 173 274 356 406 543 635 670 807 918 924 934 938 951 1022 1161 1226 1236 1241 1396 1637 1669 1860    148
127    148 244
35 99 204 279 343 427 528 576 615 724 804 922 1181    147
576 615    147 204
99 279 343 804    147 157
343    147 157 341
33 40 42 56 65 98 99 161 341 391 427 439 561 677 765 830 968 1079 1088 1093 1566 1787    146
1566    146 261
98 1079    146 239
99 391 765 968    146 184
32 35 63 67 71 166 201 243 279 367 388 420 443 526 560 761 777 805 850 917 930 941 968 987 992 1093 1118 1127 1130 1158 1177 1180 1187 1195 1215 1258 1297 1328 1385 1406 1449 1496 1515 1559 1588 1590 1606 1614 1634 1664 1691 1695 1770 1772 1776 1781 1804 1809 1811 1841 1850 1896    145
201 560 930 1187 1328    145 240
67 443 968 1180 1215 1515    145 184
805 850 968 1118 1127 1449 1776 1841    145 156
32 71 120 241 281 328 413 525 533 545 605 673 689 693 905 923 981 1130 1171 1291 1334 1926    144
32 53 137 266 269 337 392 563 659 706 848 987 1182 1522 1582 1634    143
32 38 393 445 672 1187 1204 1250 1806 1856    142
32 1187    142 145
31 52 89 138 156 219 242 280 296 337 402 411 416 425 429 439 441 500 612 644 671 708 725 765 773 869 899 913 920 958 1001 1079 1094 1107 1115 1139 1182 1186 1265 1299 1329 1358 1483 1506 1534 1578 1604 1677 1696 1759 1819 1840 1902    139
1001 1079 1840    139 376
296 1578 1819    139 312
411 913 1186 1840    139 284
869 1079    139 239
89 416 425 899 1182 1578    139 232
425 1299 1604 1759    139 194
439 765 1079    139 146
31 1156 1256 1538    138
31 121 156 345 405 663    137
31 156    137 139
31 58 187 218 231 272 399 437 475 522 525 719 731 756 888 1173 1277 1388 1585 1634 1642 1928 1934    136
31 37 121 233 242 266 282 305 373 412 1040 1247 1652 1693 1742 1792 1814    134
29 45 46 1001 1213 1685    133
28 34 333 394 507 541 564 574 620 624 704    132
28 77 85 387 1081 1680 1701 1851    131
28 75 125 201 269 306 355 381 445 703 709 715 743 791 798 808 854 913 950 1004 1046 1170 1175 1260 1278 1317 1422 1496 1504 1511 1529 1605 1658 1737 1890 1892    130
1422 1504 1605    130 241
125 201 306    130 240
306 854 1511    130 228
125 854 1260 1422 1511 1529 1890    130 150
854 1511    130 150 228
854 1422    130 150 157
201 1496    130 145
28 52 249 468 801 966 1127 1568 1634 1925    129
27 40 219 279 357 375 405 442 484 532 538 666 854 869 876 970 982 1004 1058 1123 1129 1306 1332 1468 1497 1515 1568 1578 1606 1905    128
442 1332 1468 1497 1568    128 303
1332 1905    128 302
375 405 532 869 1004 1058 1306 1468 1606    128 172
27 363 612 713 755 1023 1127 1578 1720 1835 1839    126
24 195 296 432 813 975 1127 1228    124
432    124 299
24 45 52 53 391 392 448 507 704 714 1517 1576 1594 1660    123
507 704    123 132
23 41 112 411 498 508 555 765 869 944 1145 1186 1433 1843 1845    120
411 765 869 1186    120 139
22 35 143 189 195 449 724 830 854 904 1207 1274 1284 1328 1384 1401 1576 1634 1665 1911 1935    119
143 195 854 904 1207 1328 1401 1634 1665 1911    119 157
22 264 387    116
21 37 40 330 958 1295 1305 1339 1619    111
21 49 55 66 114 148 163 169 176 252 259 272 274 279 285 311 360 370 374 382 394 409 448 503 511 513 532 538 546 556 558 567 586 596 597 630 632 633 646 674 682 688 699 726 756 778 803 818 834 859 860 861 912 948 952 957 960 966 994 1065 1127 1128 1146 1156 1187 1250 1289 1427 1479 1512 1562 1565 1627 1634 1652 1703 1768 1798 1801 1854 1876 1895 1905 1921 1945    110
448 960 1127    110 334
259 567 726 818 860    110 303
272 311 374 567 682 803 1156 1562 1565 1634 1905    110 302
1065 1156    110 295
252 285 448 511 860 1565 1895    110 248
176 994 1187 1905    110 240
511 513 818 1127 1895    110 239
511 1895    110 239 248
66 176 274 370 632 948 1065 1128 1146 1854    110 198
49 274 285 513 818 1627 1634    110 173
49 55 114 148 259 272 360 374 382 394 409 503 513 532 556 558 567 586 596 597 674 688 699 756 803 818 834 860 952 960 966 1127 1156 1250 1427 1479 1512 1562 1565 1627 1634 1652 1768 1801 1921    110 172
272 374 567 803 1156 1562 1565 1634    110 172 302
49 513 818 1627 1634    110 172 173
279 1127 1187 1634    110 145
19 24 27 52 85 219 392 624 854 908 913 1001 1128 1214 1284 1471 1634 1782    107
624 908 913 1001 1128 1214 1284 1782    107 278
624 1128    107 278 280
624 854 913 1214    107 258
624 913 1214    107 258 278
18 56 123 154 177 188 195 198 200 391 480 554 573 578 610 815 839 903 1078 1239 1325 1371 1429 1469 1475 1477 1492 1533 1547 1633 1636 1732 1744 1788 1891 1898 1926    106
1533    106 374
610    106 264
554    106 241
123 391    106 228
18 52 196 219 235 316 398 591 603 768 802 816 976 1019 1025 1196 1366 1429 1474    105
316 768 1429    105 312
398    105 240 248 359
603    105 151
18 407 411 498 555 765 824 966 1435 1843 1845 1936    103
411 498 555 765 1843 1845    103 120
1845    103 120 448
18 68 86 91 176 195 216 269 323 594 758 766 782 1113 1122 1242 1328 1464 1467 1489 1543 1689 1816    100
18 52 54 91 138 189 196 242 263 391 404 445 631 636 641 736 767 776 826 873 978 1169 1232 1233 1461 1515 1516 1571 1573 1578 1634 1688 1696 1759 1803 1813 1905 1944    99
263 391 1905    99 240
196 445 1759    99 194
52 138 242 1578 1696 1759    99 139
1759    99 139 194
16 18 41 68 75 79 99 105 279 299 341 362 401 411 425 493 528 640 724 904 948 1051 1088 1091 1101 1127 1182 1196 1222 1284 1286 1340 1441 1464 1861 1899    97
279 401 493 724 1091 1196 1441 1899    97 327
99 279 362 401 493 904 948 1088 1127 1182 1196 1222 1899    97 157
279 401 493 1196 1899    97 157 327
99 341 1088    97 146
724 904 1284    97 119
16 17 75 155 279 391 1051 1245 1634    96
75 155 391    96 209
16 75 279 1051    96 97
16 20 48 169 189 274 315 839 886 901 916 928 942 973 1141 1196 1414 1578 1627 1770 1826 1828    95
886 973 1141 1196 1627    95 278
1770    95 145
15 19 22 47 52 87 99 175 220 244 279 293 306 370 388 391 411 472 476 498 580 612 675 736 757 882 916 953 1078 1127 1214 1233 1237 1284 1286 1311 1362 1415 1481 1516 1578 1861 1905    93
612 1127 1214 1284    93 278
1127 1214    93 258 278
388 1481    93 252
370 391 916 1078 1516 1861    93 216
391 675 1078    93 209
99 279 388 391 1127 1415 1578    93 157
19 52 1214 1284    93 107
1214 1284    93 107 278
1214    93 107 258 278 422
99 279 411 1127 1284 1286 1861    93 97
15 396 429 671 769 948 991 1036 1065 1139 1233 1392 1527 1578 1634 1758 1846 1900    91
396 948 1233 1527 1578    91 266
14 96 116 249 337 393 451 591 868 910 1090 1143 1144 1158 1318 1375 1515 1578 1743 1856    90
591 1743    90 216
393 1856    90 142
13 18 19 51 62 89 146 176 196 225 236 249 260 269 281 292 330 346 390 414 462 503 531 559 578 582 605 614 667 687 760 792 828 860 910 947 1055 1058 1152 1154 1181 1182 1210 1228 1232 1284 1328 1338 1349 1387 1421 1444 1465 1486 1509 1634 1733 1736 1752 1821 1861    87
236 582 792 828 1181 1284 1349 1444 1465 1509 1634 1733    87 301
13 131 196 244 249 274 376 385 405 427 468 503 562 598 600 612 644 709 742 795 913 973 1091 1299 1302 1390 1432 1470 1576 1604 1634 1679 1793    86
612 1091 1302    86 350
12 29 57 80 99 101 144 196 219 269 274 344 388 391 449 456 490 495 517 634 641 642 662 697 722 725 795 991 1000 1004 1020 1035 1038 1074 1182 1275 1300 1305 1315 1326 1347 1358 1388 1428 1494 1511 1527 1528 1643 1702 1792 1805 1830    84
144 391 1511 1643    84 228
196 274 1494    84 194
1388    84 136
269 1004 1511    84 130
1305    84 111
12 54 129 281 313 445 617 742 803 835 930 969 1001 1036 1099 1307 1515 1576 1634 1868 1897    83
11 15 16 26 32 38 47 59 65 75 81 85 88 89 91 99 115 125 180 187 195 216 219 240 265 290 297 391 412 423 467 468 487 545 555 617 625 689 731 749 859 891 901 964 967 1093 1128 1157 1173 1181 1188 1190 1228 1257 1259 1282 1381 1429 1474 1476 1488 1495 1496 1504 1524 1572 1576 1577 1659 1720 1761 1762 1805    82
1257    82 419
125 391 901 1577    82 240
391 901 1093 1476 1495 1576 1659    82 228
75 219 391 731 1228 1429 1576    82 209
731 1576    82 209 277
88 219 967    82 191
125 901 1190 1576    82 150
1190    82 150 415
125 901    82 150 240
32 1093 1496    82 145
32 545 689    82 144
187 731 1173    82 136
731    82 136 209 277
75 125 1496 1504    82 130
1496    82 130 145
91 195 216    82 100
91 216    82 100 233
89 1181 1228    82 87
11 269 447 647 771 783 1081 1228 1262 1352 1370 1529 1535 1578 1613 1930    81
647 1228 1930    81 156
9 18 184 401 662 1245 1634    79
184 401 1245 1634    79 157
18 401    79 97
401    79 97 157 327
8 79 85 1182 1245 1328    78
7 31 44 86 170 213 221 405 415 1228 1310    77
6 129 201 363 659 725 741 776 1072 1515    76
6 12 13 15 16 19 26 54 67 110 128 129 151 161 172 191 219 249 269 274 336 370 385 389 391 392 408 416 445 458 491 501 504 528 581 583 600 602 608 617 625 635 644 662 725 749 776 793 809 829 843 860 913 930 931 943 947 962 973 977 991 1009 1019 1026 1036 1044 1092 1094 1107 1154 1183 1195 1242 1284 1292 1299 1325 1375 1384 1394 1397 1398 1470 1576 1604 1667 1668 1681 1709 1747 1777 1779 1792 1822 1840 1855 1862 1906    75
913 1092 1822    75 368
129 391 1576    75 228
110 161 274 445 635 809 1299 1398 1604    75 194
336 973 1576    75 150
67 930 1195    75 145
219 416 644 725 913 1094 1107 1299 1604 1840    75 139
13 19 249 269 860 947 1154 1284    75 87
12 219 269 274 391 662 725 991 1792    75 84
12 54 129 445 617 930 1036 1576    75 83
6 129 725 776    75 76
5 6 7 8 9 10 12 14 15 17 56 65 87 88 89    73
56 65    73 146
9    73 79
5 60 68 88 109 320 324 325 366 426 551 594 604 712 774 894 907 915 919 967 1016 1034 1080 1112 1184 1218 1234 1288 1296 1334 1374 1399 1417 1427 1432 1438 1458 1545 1552 1674 1800    72
1800    72 303
1374    72 240
1334    72 144
88 967    72 82 191
5 66 71 86 87 88 99 100 113 131 196 201 211 249 274 280 306 312 330 342 350 391 392 405 435 467 473 498 501 541 553 566 580 591 624 663 767 772 799 830 832 833 863 873 878 908 909 913 921 949 1004 1111 1113 1149 1282 1454 1490 1576 1582 1584 1744 1782 1889    71
201 211 249 541 591 624 830 832 878 908 913 949 1004 1113 1454 1744 1782    71 278
1111    71 200 201
392 1582    71 143
196 391 767 873    71 99
87 99 306 391 498 580    71 93
88 99 391 467 1282 1576    71 82
4 149 158 219 269 321 391 490 492 496 590 676 779 862 928 1044 1077 1572 1729    69
391 676    69 216
219 269 391 490    69 84
4 121 132 142 181 209 244 270 296 368 407 684 1062 1177 1380 1631 1782    68
142    68 149 157
407    68 103
4 83 96 150 156 219 229 244 270 454 593 683 686 785 852 862 870 1062 1066 1166 1256 1268 1284 1425 1581 1591 1631 1632 1646 1745 1782 1790 1850 1933    67
862 1256    67 277
1256    67 138 277 446
4 11 17 18 22 35 38 51 53 58 67 73 139 164 165 183 194 196 219 221 241 248 263 274 279 281 327 362 365 387 391 392 419 439 450 451 454 475 479 525 545 547 572 579 583 612 622 636 647 662 668 673 689 692 696 698 702 715 725 750 850 882 911 913 966 968 969 991 1001 1019 1049 1064 1082 1125 1127 1196 1201 1223 1224 1228 1262 1281 1284 1322 1328 1346 1367 1421 1439 1449 1451 1497 1527 1552 1564 1572 1577 1578 1595 1601 1627 1645 1731 1739 1743 1764 1824 1826 1840 1861 1874 1878 1899 1908    66
279 365 391 715    66 326
263 451 572 1527 1578    66 312
475 1564    66 287
612 725 913 969 1001 1019 1127 1196 1284 1627    66 278
165 545 1228    66 259
725 913 991 1127    66 258
263 391 1328 1577    66 240
391 1743 1861    66 216
67 165 391 968 1125 1201 1552 1578 1739    66 184
219 274 647 1284 1578 1627    66 173
391 698 966 969 1127 1572 1627    66 172
969 1127 1627    66 172 278
183 194 274 279 362 391 439 450 968 1127 1196 1328 1578 1899    66 157
38 221 391 545 647 662 750 850 968 1049 1082 1127 1201 1223 1224 1228 1281 1322 1449 1451 1577 1826 1874 1878 1899 1908    66 156
38 391 662 750 1049 1127 1739 1908    66 155
391 1739    66 155 184
241 281 525 545 673 689    66 144
58 475 525    66 136
18 196 263 391 636 1578    66 99
274 1196 1578 1627 1826    66 95
22 279 391 612 882 1127 1284 1578 1861    66 93
991 1527 1578    66 91
196 219 274 391 662 725 991 1527    66 84
11 38 219 391 545 689 1228 1572 1577    66 82
38 391 545 1228 1577    66 82 156
545 689    66 82 144
11 647 1228 1262 1578    66 81
647 1578    66 81 173
67 219 274 391 392 583 662 725 913 991 1019 1284 1840    66 75
219 274 391 662 725 991    66 75 84
4 83 96 121 150 156 181 209 219 244 246 255 256 261 270 368 428 452 454 506 572 593 594 598 615 686 695 780 785 837 857 862 870 886 917 966 973 992 1050 1062 1066 1127 1177 1189 1268 1284 1317 1323 1372 1380 1398 1413 1425 1476 1481 1570 1591 1597 1601 1609 1631 1632 1634 1646 1754 1767 1782 1790 1819 1850 1869 1921 1933    65
261 428 506 572 837 1177 1372 1476 1754 1819    65 312
246 368 452    65 308
506 780 1754    65 300
150 454 1050 1481    65 252
121 1372 1476 1481 1591 1933    65 243
96 695 886 1127 1476    65 228
917 992 1127 1177 1634 1850    65 145
156 219 1819    65 139
121 156    65 137
1317    65 130
244 1127 1284 1481    65 93
4 121 181 209 244 270 368 1062 1177 1380 1631 1782    65 68
4 83 96 150 156 219 244 270 454 593 686 785 862 870 1062 1066 1268 1284 1425 1591 1631 1632 1646 1782 1790 1850 1933    65 67
156 219    65 67 139
4 244 270 1062 1631 1782    65 67 68
4 219 454 572 966 1127 1284 1601    65 66
1601    65 66 249
3 14 31 32 37 46 59 70 87 92 112 174 185 189 196 208 219 279 293 347 391 393 405 411 439 451 476 505 536 579 636 655 659 724 773 776 781 826 873 885 908 923 997 1090 1145 1168 1232 1247 1258 1365 1378 1409 1419 1461 1565 1573 1578 1605 1672 1743 1787 1813 1832 1847 1909 1944    64
87 219 908 1419 1573    64 226
189 196 391 636 776 826 873 1232 1461 1573 1578 1813 1944    64 99
14 393 451 1090 1578 1743    64 90
196 219 279 391 439 451 579 636 1578 1743    64 66
451 1578 1743    64 66 90
3 5 15 28 32 48 53 57 67 68 143 171 178 188 196 219 222 248 274 296 309 315 334 335 345 380 391 405 426 429 443 449 471 488 702 769 777 840 854 873 908 913 925 928 948 981 991 992 996 1001 1036 1064 1065 1090 1094 1097 1116 1118 1180 1182 1196 1233 1243 1245 1249 1259 1288 1328 1392 1438 1439 1504 1507 1520 1537 1578 1594 1608 1624 1630 1673 1677 1758 1824 1901 1940    63
449 913 996 1578    63 368
248 335    63 308
854 913 991 1594    63 258
219 1001 1288 1504    63 241
188 274    63 230
67 143 178 391 443 873 1097 1180 1578    63 184
296 391 873 996 1118 1249 1630 1940    63 156
296 391 1673 1940    63 155
296 391 1940    63 155 156
